"INTERNAL_ID","VETTING_LEVEL","DESCRIPTION","VETTING_LEVEL_PREDICTION","ALGORITHM_NAME","NAME","GENDER","BIRTH_DATE","BIRTH_COUNTRY","BIRTH_COUNTRY_CODE","OCCUPATION","ADDRESS","SSN","PASSPORT_NUMBER","PASSPORT_COUNTRY","PASSPORT_COUNTRY_CODE","COUNTRIES_VISITED","COUNTRIES_VISITED_COUNT","ARRIVAL_AIRPORT_COUNTRY_CODE","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_IATA","DEPARTURE_AIRPORT_MUNICIPALITY","DEPARTURE_AIRPORT_REGION","UUID","AGE"
"377",100,NA,100,"DECISION_TREE","Sarah Morse","F",1990-06-20,"Ghana","GH","Technical author","865 Sullivan Springs, Rebersburg, Pensylvania 16782","452-91-8193",703793290,"Ghana","GH","KY,TH,SI,ZA,PK,HR,RU,IT,KR,HR,UY,BH",12,"US","BNA","Nashville","US-TN","KY","GCM","Georgetown","KY-U-A","76febbc7-3d2a-472d-9f06-a0acfb922348",26
"378",100,NA,100,"DECISION_TREE","Brittany Parsons","F",2001-07-11,"Ghana","GH","Health service manager","1828 Hart Mews Suite 593, Pinebluff, North Carolina 28373","869-73-6862",200512911,"Ghana","GH","CY,UZ",2,"US","AFW","Fort Worth","US-TX","CY","PFO","Paphos","CY-06","951114a7-bafc-4bbd-be22-2de885139326",15
"379",100,NA,30,"DECISION_TREE","Brenda Oconnell","F",1994-12-06,"Ghana","GH","Control and instrumentation engineer","91350 Warner Islands, West Palm Beach, Floryda 34319","761-30-4793",622994133,"Ghana","GH","OM,PH",2,"US","DAL","Dallas","US-TX","OM","JNJ","Duqm","OM-WU","9e8567cb-e53a-495a-bf82-f8c333a9351c",22
"380",30,NA,30,"DECISION_TREE","Tracey Hudson","F",2001-03-16,"Ghana","GH","Advertising account executive","875 Ross Gateway Apt. 082, Cameron, Oklahoma 74932","488-83-2061",620997198,"Ghana","GH","RU",1,"US","BWI","Baltimore","US-MD","RU","UFA","Ufa","RU-BA","a82f9d33-9e2e-4dc6-b61c-ba4f47e6e856",15
"381",100,NA,30,"DECISION_TREE","Barb Renee Barton","F",1981-05-22,"Ghana","GH","Technical sales engineer","196 James Cirs Apt. 317, Egdewater, Florda 31232","401-16-8467",484381712,"Ghana","GH","OM,PK",2,"US","CBM","Columbus","US-MS","OM","MCT","Muscat","OM-MA","44bf7952-a404-4670-88d8-2f010c59c84f",35
"382",30,NA,30,"DECISION_TREE","Jessica Simmons","F",2000-12-05,"Ghana","GH","Production designer, theatre/television/film","665 Clark Rapids Suite 328, Shawnee Mission, Kansas 66223","092-19-7337",10469234,"Ghana","GH","RU",1,"US","MIA","Miami","US-FL","RU","LED","St. Petersburg","RU-SPE","7051ccc0-63cd-47a6-bd54-1bafd7bcc87e",16
"383",30,NA,30,"DECISION_TREE","Genni Miller","F",1997-05-26,"Ghana","GH","Estate agent","23648 Matthew Causeway Suite 045, Washingtown, None 20001","370-77-7026",188197134,"Ghana","GH","QA,KZ,BE,IQ,PH,MT,LB,EE",8,"US","AFW","Fort Worth","US-TX","QA","DOH","Doha","QA-DA","efd1a45e-1733-4e7c-afa8-8b13264e73a9",19
"384",100,NA,30,"DECISION_TREE","Kelsey Jennifer Adams","F",1982-04-04,"Ghana","GH","Firefighter","73807 Mills Island, Sherrill, New York 13461","069-43-3306",888533870,"Ghana","GH","QA,NO,BZ,AM,HU",5,"US","SPI","Springfield","US-IL","QA","DOH","Doha","QA-DA","6afee8ee-c081-46cf-88ae-f74557ae413b",34
"385",100,NA,30,"DECISION_TREE","Ale Davis","F",1999-12-14,"Ghana","GH","Fine artist","53947 Juarez Mission, Milan, None 63556","068-59-8380",814807892,"Ghana","GH","OM,ES,RS",3,"US","ORF","Norfolk","US-VA","OM","JNJ","Duqm","OM-WU","c7d99ec2-d639-4e24-a913-7cb8b986a6a9",17
"386",100,NA,30,"DECISION_TREE","Bonnie Ramirez","F",1988-01-25,"Ghana","GH","Medical sales representative","11934 Ashley Creek Suite 067, Durham, North Carolina 27709","781-76-4342",277691097,"Ghana","GH","AE,NG",2,"US","DSM","Des Moines","US-IA","AE","DWC","Jebel Ali","AE-DU","51a7fdee-2592-4061-acaf-f3ccbfb1546a",29
"387",30,NA,30,"DECISION_TREE","Stephie Bright","F",1998-04-05,"Ghana","GH","Social research officer, government","512 Parker Land, La Pine, Oregon 97739","612-70-9025",69141491,"Ghana","GH","AE",1,"US","BAB","Marysville","US-CA","AE","DXB","Dubai","AE-DU","0b926dc1-16fd-4058-a600-dff76ea241bf",18
"388",100,NA,30,"DECISION_TREE","Kerry Mason","F",1993-01-11,"Ghana","GH","Commercial horticulturist","20458 Murphy Dale, Spring Hill, Florida 34609","534-45-2161",615273865,"Ghana","GH","CL,AE",2,"US","MKE","Milwaukee","US-WI","CL","SCL","Santiago","CL-RM","91c76f06-b239-447b-b479-3e13a06fde69",24
"389",30,NA,30,"DECISION_TREE","Jennifer Cheree Valentine","F",1987-10-21,"Brazil","BR","Animator","20907 Tommy Roads Apt. 545, Guilford, New York 13780","842-19-8964",275120696,"Brazil","BR","SA,EE,BZ,OM,TW,BH",6,"US","CBM","Columbus","US-MS","SA","MED","Medina","SA-03","69a4a90b-cd58-4261-9a9b-eda527e2aa29",29
"390",30,NA,30,"DECISION_TREE","Debbie Walton","F",1999-03-21,"Ghana","GH","Analytical chemist","92549 Emily Union, Desert Hot Springs, Califronia 92240","495-74-5250",622173191,"Ghana","GH","CH,PT,RU,LV,PH,RS,CZ",7,"US","FWA","Fort Wayne","US-IN","CH","ZRH","Zurich","CH-ZH","eea593f5-3b83-4d04-a7a9-bd0334a19725",17
"391",100,NA,30,"DECISION_TREE","Mandi Isa Hernandez","F",1982-09-03,"Ghana","GH","Firefighter","148 Spencer Walk, Sawmill, Arizona 86549","062-84-9370",392560252,"Ghana","GH","RU,KH,TH,SD",4,"US","CMH","Columbus","US-OH","RU","LED","St. Petersburg","RU-SPE","48f7ca92-2dad-47a9-b4c8-4c1c73cf8b96",34
"392",100,NA,30,"DECISION_TREE","Blinnie Solis","F",1974-02-07,"Ghana","GH","Engineer, materials","53139 Steve Crk, Retsil, Washington 98738","385-18-1974",678353625,"Ghana","GH","SG,ME,UZ,GR,IR,HR,QA,LT",8,"US","LCK","Columbus","US-OH","SG","SIN","Singapore","SG-04","47b56d3a-70e2-4636-b5a9-cda44b7a66ea",43
"393",100,NA,30,"DECISION_TREE","Michele Amy Kennedy","F",1978-09-16,"Ghana","GH","Therapist, nutritional","530 Bender Clb, Buchanan, Tennesee 38222","583-92-7834",474005682,"Ghana","GH","QA",1,"US","SLC","Salt Lake City","US-UT","QA","DOH","Doha","QA-DA","76cfabe1-9829-4c05-9801-c388a52892de",38
"394",100,NA,30,"DECISION_TREE","Rane Camacho","F",1970-05-12,"Ghana","GH","Visual merchandiser","619 Charles Inlet, Fort Pierce, Florda 39448","233-30-3830",458230286,"Ghana","GH","RU",1,"US","MLU","Monroe","US-LA","RU","KJA","Krasnoyarsk","RU-KYA","cd88254f-3861-4344-a61e-17e71b5d5155",46
"395",30,NA,30,"DECISION_TREE","Debb Suzanne Martin","F",1970-11-04,"Bangladesh","BD","Land/geomatics surveyor","1751 Kaufman Motorway Suite 799, Mchenry, Illanoise 60051","740-65-1520",32727544,"Bangladesh","BD","OM,NZ,KW",3,"US","EWR","Newark","US-NJ","OM","MCT","Muscat","OM-MA","a2ce710d-6505-4164-8bc7-6e1273273a40",46
"396",100,NA,30,"DECISION_TREE","Aud Janice Freeman","F",1994-08-23,"Ghana","GH","Investment banker, corporate","0463 Miller Dale Suite 931, Stratford, South Dakota 57474","034-89-4290",701012638,"Ghana","GH","RU",1,"US","FSM","Fort Smith","US-AR","RU","KJA","Krasnoyarsk","RU-KYA","288ba278-592d-4415-b5cc-bc0f7fa6de19",22
"397",100,NA,30,"DECISION_TREE","Wendy Anna Franklin","F",1970-10-02,"Ghana","GH","Biochemist, clinical","34208 Rose Terrace Apt. 273, Port Royal, Pensylvania 10782","387-46-0949",183880173,"Ghana","GH","NZ,BA,BR,FI,UY,LB,IQ,KW,AE",9,"US","HMN","Alamogordo","US-NM","NZ","CHC","Christchurch","NZ-CAN","83d4d67d-e7b2-4d4a-b570-135b6a150d39",46
"398",30,NA,30,"DECISION_TREE","Latoya Scott","F",2001-09-02,"Ghana","GH","Hydrographic surveyor","26241 Olson Knl Apt. 089, Lakewood, Illinois 62348","623-95-9765",928407599,"Ghana","GH","RU",1,"US","SAV","Savannah","US-GA","RU","CKL","Moscow","RU-MOS","23378757-3d13-4ed9-a573-042a3711f564",15
"399",30,NA,30,"DECISION_TREE","Kendr Jessi Watts","F",1987-01-11,"Brazil","BR","Engineer, materials","986 Harris Lake, Plainview, Texis 79072","414-08-6952",367404380,"Brazil","BR","LV,UY,ZA,RU,QA",5,"US","AFW","Fort Worth","US-TX","LV","RIX","Riga","LV-RIX","ade7bddd-f0da-4629-babb-805f16506c3b",30
"400",30,NA,30,"DECISION_TREE","Tiffany Wheeler","F",2001-07-15,"Ghana","GH","Geneticist, molecular","76136 Pamela Center, Saint Paul, Minesota 55112","710-64-3816",498422886,"Ghana","GH","QA,FI,RU",3,"US","SHV","Shreveport","US-LA","QA","DOH","Doha","QA-DA","b7af7d1e-4fb8-41da-a52e-c8a91817da23",15
"401",100,NA,30,"DECISION_TREE","Kayla Hernandez","F",1987-09-17,"Ghana","GH","Editorial assistant","62256 Joshua Hollow Suite 205, Kellso, None 63758","170-38-3257",668877143,"Ghana","GH","FI,UZ",2,"US","HNL","Honolulu","US-HI","FI","HEL","Helsinki","FI-ES","eeae268e-9a24-490c-b462-53a374249b51",29
"402",30,NA,30,"DECISION_TREE","Chris Guerra","F",1997-10-24,"Ghana","GH","Editorial assistant","4622 Smith Gdn, Frostburg, Pennsylvania 15740","540-98-0080",137193503,"Ghana","GH","KE,OM,PL",3,"US","MHT","Manchester","US-NH","KE","MBA","Mombasa","KE-300","485740c5-314b-4a0f-8f01-bc309f81136f",19
"403",100,NA,30,"DECISION_TREE","Morgan Hester","F",1993-04-18,"Ghana","GH","Chartered legal executive (England and Wales)","254 Walker Green Apt. 020, Atlanta, Georgia 30343","337-69-8154",918094305,"Ghana","GH","JP,RU,AL,RO",4,"US","AMA","Amarillo","US-TX","JP","FSZ","Makinohara / Shimada","JP-22","d6407a43-004a-4e56-815b-21958d0604ef",23
"404",100,NA,30,"DECISION_TREE","Bettye Amanda Valdez","F",1993-11-02,"Ghana","GH","Science writer","357 John Rapids Apt. 857, Reddick, Illanoise 60961","400-46-3338",531545552,"Ghana","GH","OM,RO",2,"US","SMF","Sacramento","US-CA","OM","JNJ","Duqm","OM-WU","aeffe4f9-e31f-464c-a6b9-900821e48874",23
"405",100,NA,30,"DECISION_TREE","Missy Little","F",1971-08-09,"Ghana","GH","Advertising account executive","43171 Cole Mnrs, Leesville, Louisiana 74196","790-64-8181",33372460,"Ghana","GH","AE",1,"US","ONT","Ontario","US-CA","AE","DXB","Dubai","AE-DU","d9123832-4794-4be8-a5b9-bfeb4e69ec4a",45
"406",100,NA,30,"DECISION_TREE","Anna Pamela Johnson","F",1973-02-14,"Ghana","GH","Dramatherapist","4424 Frye Camp Apt. 216, Pasadena, Texas 77508","076-24-6838",411708838,"Ghana","GH","AE",1,"US","DFW","Dallas-Fort Worth","US-TX","AE","AUH","Abu Dhabi","AE-AZ","7b0968aa-86b3-4ba3-84eb-99911f4f920f",44
"407",30,NA,30,"DECISION_TREE","Robbi Sheila Martinez","F",1975-10-18,"Brazil","BR","Radiographer, therapeutic","045 Tyler Field, Blakely, Arkansas 71931","495-66-7561",795323498,"Brazil","BR","JO,IR,LB,KR,EE,HU,SK,EC,CN,RU,AE,PH",12,"US","FAI","Fairbanks","US-AK","JO","AMM","Amman","JO-AM","20014d21-faec-432e-a30f-1b871a4743d3",41
"408",30,NA,30,"DECISION_TREE","Tammie Pamela Bender","F",1997-12-12,"Ghana","GH","Firefighter","74690 Valerie Knl Ste 563, Glenwood, New York 14069","177-54-6215",166782566,"Ghana","GH","AL,CY,QA,BS",4,"US","BNA","Nashville","US-TN","AL","TIA","Tirana","AL-TR","e0d2618c-c146-40ee-b152-e6f8bb594ac3",19
"409",100,NA,30,"DECISION_TREE","Robin Jessica Smith","F",1983-05-26,"Ghana","GH","Occupational therapist","98506 Newman Grove, Lordy, New York 14860","615-42-3424",147408853,"Ghana","GH","QA",1,"US","PHL","Philadelphia","US-PA","QA","DOH","Doha","QA-DA","eca7ee57-b340-477c-aded-977d125c4c71",33
"410",100,NA,30,"DECISION_TREE","Donna Deney Wilkins","F",1989-11-15,"Ghana","GH","Investment banker, corporate","5670 Katherine Cliff Suite 900, Toomsuba, Misouri 39364","359-64-3986",247451088,"Ghana","GH","NO,RU",2,"US","CHA","Chattanooga","US-TN","NO","TOS","Tromsø","NO-19","e35416bf-428f-421f-bfd2-662d03609281",27
"411",100,NA,30,"DECISION_TREE","Kaitlin Harris","F",1989-12-27,"Ghana","GH","Clinical scientist, histocompatibility and immunogenetics","58943 Rowe Street Apt. 356, Dothan, Alabama 36303","661-34-5114",375726206,"Ghana","GH","QA,KH",2,"US","CMH","Columbus","US-OH","QA","DOH","Doha","QA-DA","7360a995-0a78-49d2-96a3-8706b63ead7c",27
"412",100,NA,30,"DECISION_TREE","Wanda Christee Gillespie","F",1971-03-11,"Ghana","GH","Industrial buyer","032 Suarez Parkways Suite 436, South Newfane, Vermont 05351","361-43-5834",791478511,"Ghana","GH","OM,JP,BE",3,"US","MLU","Monroe","US-LA","OM","MCT","Muscat","OM-MA","fe80386a-f008-4960-b10f-e3cc1f884dff",46
"413",100,NA,30,"DECISION_TREE","Stephanie Chie Garcia","F",1981-07-04,"Ghana","GH","Therapist, horticultural","812 Benitez Pike, Coshocton, Ohio 43812","640-08-7077",808718847,"Ghana","GH","LV,CU,SK,PL,OM,HU,ES",7,"US","PIA","Peoria","US-IL","LV","RIX","Riga","LV-RIX","2d3b027a-e516-4ce0-b3f6-3416246302d5",35
"414",100,NA,30,"DECISION_TREE","Cayley Gonzalez","F",1984-02-13,"Ghana","GH","Aeronautical engineer","19380 Sandra Upas, Barnard, South Dakota 57426","007-90-9789",232613364,"Ghana","GH","OM",1,"US","SMF","Sacramento","US-CA","OM","JNJ","Duqm","OM-WU","dbc3d0f2-2446-4c85-a4b6-e37c0b91a5fc",33
"415",100,NA,30,"DECISION_TREE","Robin Hayden","F",1971-08-27,"Ghana","GH","Librarian, academic","011 Christina Rest Apt. 248, Talmage, Utah 84073","326-75-8497",666770934,"Ghana","GH","QA,PH,NG,DE,HU,PE,CO",7,"US","RDU","Raleigh/Durham","US-NC","QA","DOH","Doha","QA-DA","b94310e8-0e3f-4a7c-81aa-0636f0b89461",45
"416",100,NA,30,"DECISION_TREE","Deby Burton","F",1978-12-13,"Ghana","GH","Haematologist","5318 Mikayla Key Suite 905, Denver, Colorado 80261","407-70-7485",516427672,"Ghana","GH","RU",1,"US","SHV","Shreveport","US-LA","RU","CKL","Moscow","RU-MOS","e85b7fa5-7553-40f5-b3df-ddd9d0d908ac",38
"417",100,NA,30,"DECISION_TREE","Laura Osborne","F",1993-02-11,"Ghana","GH","Osteopath","997 Foley Wells, Chester, California 96020","275-98-1793",843797404,"Ghana","GH","JP,LY,PG,UZ,CY,CY",6,"US","MSP","Minneapolis","US-MN","JP","NGO","Tokoname","JP-23","62ca2836-b397-445d-bbd9-6c6cc510a0fa",24
"418",10,NA,30,"DECISION_TREE","Karey Sarah Velasquez","F",2001-07-24,"Ghana","GH","Nurse, learning disability","727 Alvarez Tpke, Peshastin, Washington 89847","002-34-5836",558337059,"Ghana","GH","PH,UZ,JO,OM,KG,CY",6,"US","BMI","Bloomington/Normal","US-IL","PH","DVO","Davao City","PH-DAV","b04879e2-0ce1-400d-ba03-17735706611f",15
"419",100,NA,30,"DECISION_TREE","Tina Amie Alexander","F",1994-07-08,"Ghana","GH","Retail buyer","6291 Christina Sqs Apt. 356, Victorhia, Texis 77940","420-90-5742",601501169,"Ghana","GH","ID,OM,ME,AE,DE,DK,LT,CL,BR",9,"US","DLF","Del Rio","US-TX","ID","UPG","Ujung Pandang-Celebes Island","ID-SN","f51ddbf4-0f7c-4a9d-8fda-e5e451bc05f3",22
"420",30,NA,30,"DECISION_TREE","Joye King","F",2002-03-02,"Ghana","GH","Therapist, horticultural","05269 Gilbert Pr Apt. 726, Tuxedo Park, Newyork 10987","503-30-8634",336121980,"Ghana","GH","OM",1,"US","ICT","Wichita","US-KS","OM","MCT","Muscat","OM-MA","78039a61-3f49-41a0-87d8-8e121d52951b",15
"421",30,NA,30,"DECISION_TREE","Patricia Olson","F",1997-07-02,"Ghana","GH","Scientist, audiological","6088 Li Stream Apt. 519, Buford, Georgia 30551","559-89-2846",393127804,"Ghana","GH","RU",1,"US","MSN","Madison","US-WI","RU","KJA","Krasnoyarsk","RU-KYA","ccf1c1a0-e21f-4439-a500-d786cd744999",19
"422",100,NA,30,"DECISION_TREE","Jaime Lambert","F",1984-12-12,"Ghana","GH","Interior and spatial designer","91220 Bryant Knoll, Atlanta, Georgia 31145","356-29-5239",77501580,"Ghana","GH","PT,DO,UY,DK,IQ,KG,GB,HR,OM",9,"US","RSW","Fort Myers","US-FL","PT","PDL","Ponta Delgada","PT-20","3c493010-29a1-4fd0-9019-a2f23759091e",32
"423",100,NA,30,"DECISION_TREE","Christy Franklin","F",1987-03-03,"Ghana","GH","Heritage manager","80349 Johnson Vista Suite 790, Strandburg, South Dakota 57265","368-92-9593",65001301,"Ghana","GH","OM,LU,IE",3,"US","CLT","Charlotte","US-NC","OM","JNJ","Duqm","OM-WU","f80ce232-10d4-4a61-9e99-760efb367d9e",30
"424",100,NA,30,"DECISION_TREE","Juli Nicole Sims","F",1998-12-04,"Ghana","GH","Community arts worker","86286 Cheryl Passage Suite 537, Lambertville, Michigan 48144","659-88-8494",872092894,"Ghana","GH","JO,OM,QA,IT,TN,SD",6,"US","CID","Cedar Rapids","US-IA","JO","AMM","Amman","JO-AM","e1d013e0-1eb4-466a-b470-52d8f0692541",18
"425",30,NA,30,"DECISION_TREE","Ryba France Jackson","F",1999-11-21,"Ghana","GH","Newspaper journalist","9402 Daniel Stravenue Apt. 231, Astoria, South Dakota 57231","308-12-5764",896451273,"Ghana","GH","QA,KG,SI,CO",4,"US","BHM","Birmingham","US-AL","QA","DOH","Doha","QA-DA","6afb6de7-bc27-4e29-8c13-d840cdba6b17",17
"426",30,NA,30,"DECISION_TREE","Dawny Webb","F",1976-02-06,"Ghana","GH","Community development worker","8068 Banks Parkway, Lebanon, Kansas 66952","237-21-2412",421161750,"Ghana","GH","QA",1,"US","WRB","Warner Robins","US-GA","QA","DOH","Doha","QA-DA","c4c1ae44-c12f-40e7-94ab-d1626439fc82",41
"427",100,NA,30,"DECISION_TREE","Tory Greene","F",1993-11-06,"Ghana","GH","Furniture conservator/restorer","1249 Diana Route, Pike, New Hampshire 03780","652-13-1695",510219486,"Ghana","GH","QA,KR,IE",3,"US","BHM","Birmingham","US-AL","QA","DOH","Doha","QA-DA","6bbf6a31-c243-4522-a740-76aa23579566",23
"428",100,NA,30,"DECISION_TREE","Erin Newman","F",1993-08-17,"Ghana","GH","Aeronautical engineer","6931 Kimberly Views Suite 794, Monticello, Wisconsin 53570","764-94-5891",650636811,"Ghana","GH","RU,BS,GB,TW,MY,PL,PL,SE",8,"US","FSM","Fort Smith","US-AR","RU","AER","Sochi","RU-KDA","35b04bfd-6fb4-4e1d-adc5-4af69971a39e",23
"429",100,NA,30,"DECISION_TREE","Robin Cori Gomez","F",1996-02-15,"Ghana","GH","Customer service manager","308 Deanna Lk, Detroit, Michagan 48291","810-91-7103",75582463,"Ghana","GH","HR,QA,RO,JP,ME,CU",6,"US","LCK","Columbus","US-OH","HR","ZAG","Zagreb","HR-21","9be1d7c2-7c3a-4ec9-a80d-b04940f3c0bd",21
"430",100,NA,30,"DECISION_TREE","Sarah Thomas","F",1970-07-16,"Ghana","GH","Communications engineer","4929 King Mountains, Aptos, California 95001","569-03-5828",639574705,"Ghana","GH","NG,BG,DK,FR,OM",5,"US","SJC","San Jose","US-CA","NG","ABV","Abuja","NG-FC","0f0abf76-d711-4921-97a1-1f7300adf116",46
"431",30,NA,30,"DECISION_TREE","Taylor Johnson","F",1975-07-10,"Pakistan","PK","Engineer, materials","975 Pacheco Pr Ste 110, Wascott, None 54980","564-11-9390",317987503,"Pakistan","PK","QA,LV,BE,CH,CO",5,"US","PWM","Portland","US-ME","QA","DOH","Doha","QA-DA","d9565ee3-e452-41ec-880f-6cf2c287f6a0",41
"432",100,NA,30,"DECISION_TREE","Sami Brandy Collins","F",1983-02-18,"Ghana","GH","Building surveyor","4283 Erik Brg, Lowdy, Texes 75546","404-99-8984",594935325,"Ghana","GH","AE",1,"US","PHF","Newport News","US-VA","AE","AUH","Abu Dhabi","AE-AZ","898ee4f9-fa09-43b8-a0d2-668b606fe14e",34
"433",100,NA,30,"DECISION_TREE","Suzette Sassa Harrison","F",1977-11-23,"Ghana","GH","Education administrator","8106 Chambers Station, Jamesville, North Carolina 27846","548-98-1714",989576977,"Ghana","GH","DO,IT,RO,AM,OM",5,"US","ANC","Anchorage","US-AK","DO","SDQ","Santo Domingo","DO-01","ed728f37-3e89-4271-873a-6c62edb6e377",39
"434",100,NA,30,"DECISION_TREE","Leslie Hill","F",1989-02-27,"Ghana","GH","Higher education careers adviser","286 Tonya Manor Suite 086, Akeley, Minesota 54633","176-83-1723",106739805,"Ghana","GH","QA,KE",2,"US","ABQ","Albuquerque","US-NM","QA","DOH","Doha","QA-DA","865ef451-eac0-4aeb-9803-8db1cb8e2da8",28
"435",30,NA,30,"DECISION_TREE","Pamela Brianna Blevins","F",1997-04-20,"Ghana","GH","Museum/gallery curator","2547 Edwards Squares, Metairie, Louisiana 70002","128-15-2175",690040866,"Ghana","GH","RU",1,"US","AMA","Amarillo","US-TX","RU","KJA","Krasnoyarsk","RU-KYA","538ff85b-2ebd-4097-8e38-374c0209c82f",19
"436",100,NA,30,"DECISION_TREE","Carolyn Ramirez","F",1981-02-10,"Ghana","GH","Higher education careers adviser","47842 Sarah Stravenue Apt. 716, Beebe, Arkansas 72012","259-84-1667",365336676,"Ghana","GH","QA,MX,CK,MT,RS,KR",6,"US","MEM","Memphis","US-TN","QA","DOH","Doha","QA-DA","96b7d11a-8de6-4b03-b275-13af1c8e3f64",36
"437",100,NA,30,"DECISION_TREE","Sandra Humphrey","F",1986-06-24,"Ghana","GH","Counselling psychologist","34813 Valerie Mountains, Cleveland, Oklahoma 74020","124-41-7187",795360002,"Ghana","GH","CO,ID,IT,GR,PL,CK,AE,EC,OM,IR",10,"US","BGR","Bangor","US-ME","CO","BOG","Bogota","CO-CUN","905c088b-bb44-4792-bf4d-3b531ff2ab52",30
"438",100,NA,30,"DECISION_TREE","Wendy Wilkinson","F",1994-06-04,"Ghana","GH","Commercial/residential surveyor","552 Miller Lakes, New Hyde Park, New York 11041","539-86-2508",553136535,"Ghana","GH","CZ,IL,RO,HU,KR,RU,LY,DK,RO",9,"US","GSB","Goldsboro","US-NC","CZ","PRG","Prague","CZ-PR","8e099396-294f-41a5-9596-6eaa5d36e853",22
"439",100,NA,30,"DECISION_TREE","Kristen Scott","F",1982-09-12,"Ghana","GH","Librarian, public","63548 Turner Plaza, Chester, West Virginia 26034","657-33-1933",402302934,"Ghana","GH","PG,RU",2,"US","GSP","Greenville","US-SC","PG","POM","Port Moresby","PG-NCD","f37807ec-9005-49fb-989e-5461d76efe65",34
"440",100,NA,30,"DECISION_TREE","Pammi Nikkie Wright","F",1981-06-20,"Ghana","GH","Politician's assistant","572 Elizabeth Green, Van Nuys, California 91408","049-54-0608",456295406,"Ghana","GH","RU,SN",2,"US","DSM","Des Moines","US-IA","RU","LED","St. Petersburg","RU-SPE","fbcdb7af-6d12-4e50-ab74-8eae7eca2569",35
"441",100,NA,30,"DECISION_TREE","Andrea Mason","F",1972-12-03,"Ghana","GH","Surveyor, quantity","317 William Vista Suite 608, North Waterford, Miane 04267","788-79-7264",631613408,"Ghana","GH","QA",1,"US","TUL","Tulsa","US-OK","QA","DOH","Doha","QA-DA","e2960beb-45c8-4622-9937-3157b7aadf6c",44
"442",100,NA,30,"DECISION_TREE","Destin Lindsay Mcbride","F",1991-01-16,"Ghana","GH","Surveyor, planning and development","666 Bryan Ridge Suite 314, Prestonsburg, Kentucky 41653","428-68-6513",635535621,"Ghana","GH","IL,TH,KG,JM,SD,QA",6,"US","SDF","Louisville","US-KY","IL","TLV","Tel Aviv","IL-M","7217c290-6ca0-4e66-bc30-3e78a99d6b25",26
"443",100,NA,30,"DECISION_TREE","Katherine Kelly Ray","F",2001-03-21,"Ghana","GH","Production designer, theatre/television/film","299 Lopez Plaza, Glendale, Massachussets 01292","259-34-2466",589329298,"Ghana","GH","TH,GR,QA,JP",4,"US","JAN","Jackson","US-MS","TH","CNX","Chiang Mai","TH-50","ba3048ff-24bf-4740-a045-39e82e0be5f9",15
"444",100,NA,30,"DECISION_TREE","Amber Jenny Scott","F",1979-03-16,"Ghana","GH","Musician","2986 Walker Haven Apt. 483, Bonner, Montana 59823","678-24-9206",965924727,"Ghana","GH","RU,KH,JP",3,"US","DAL","Dallas","US-TX","RU","SVX","Yekaterinburg","RU-SVE","68ce0ba9-b8b1-428a-9bf6-a244780afd98",38
"445",30,NA,30,"DECISION_TREE","Meghan Mata","F",1997-06-30,"Ghana","GH","Games developer","01540 Edward Plains, Cherokee Village, Arkansas 72525","587-71-2893",977319850,"Ghana","GH","PL,AE,BG",3,"US","ANC","Anchorage","US-AK","PL","KRK","Kraków","PL-MA","97b5285d-2fb4-46ed-b714-02fec2d5545b",19
"446",30,NA,30,"DECISION_TREE","Pammie Lane","F",2000-05-27,"Ghana","GH","Sports administrator","08451 Laura Land, Bentonville, Arkansas 72716","605-74-3415",974970386,"Ghana","GH","QA",1,"US","VPS","Valparaiso","US-FL","QA","DOH","Doha","QA-DA","755dfb93-06eb-4451-a70c-ce873a8e1d69",16
"447",100,NA,30,"DECISION_TREE","Jese Marquez","F",1988-07-13,"Ghana","GH","Recycling officer","150 Frank Terrace, Central, South Carolina 29630","296-61-2524",657235157,"Ghana","GH","EE,AE,MA,KZ",4,"US","BGR","Bangor","US-ME","EE","TLL","Tallinn","EE-37","4ee4bd67-22d0-4057-8f3b-988ab4e534b0",28
"448",30,NA,30,"DECISION_TREE","Christina Lee","F",1999-01-18,"Ghana","GH","Tourist information centre manager","776 Daugherty Circles, Gladwin, Michigan 48624","496-38-8785",585320746,"Ghana","GH","LT,CK,UZ",3,"US","CAE","Columbia","US-SC","LT","VNO","Vilnius","LT-VL","94098212-c579-455b-8442-605207d9267e",18
